4360.754, 0.97054, 1.00000
4360.755, 0.97054, 1.00000
4360.756, 0.97054, 1.00000
4360.757, 0.97054, 1.00000
4360.758, 0.97054, 1.00000
4360.759, 0.97054, 1.00000
4360.760, 0.97055, 1.00000
4360.761, 0.97055, 1.00000
4360.762, 0.97055, 1.00000
4360.763, 0.97056, 1.00000
4360.764, 0.97056, 1.00000
4360.765, 0.97057, 1.00000
4360.766, 0.97057, 1.00000
4360.767, 0.97058, 1.00000
4360.768, 0.97059, 1.00000
4360.769, 0.97059, 1.00000
4360.770, 0.97060, 1.00000
4360.771, 0.97061, 1.00000
4360.772, 0.97062, 1.00000
4360.773, 0.97063, 1.00000
4360.774, 0.97064, 1.00000
4360.775, 0.97065, 1.00000
4360.776, 0.97066, 1.00000
4360.777, 0.97067, 1.00000
4360.778, 0.97068, 1.00000
4360.779, 0.97070, 1.00000
4360.780, 0.97071, 1.00000
4360.781, 0.97072, 1.00000
4360.782, 0.97074, 1.00000
4360.783, 0.97075, 1.00000
4360.784, 0.97076, 1.00000
4360.785, 0.97078, 1.00000
4360.786, 0.97080, 1.00000
4360.787, 0.97081, 1.00000
4360.788, 0.97083, 1.00000
4360.789, 0.97085, 1.00000
4360.790, 0.97086, 1.00000
4360.791, 0.97088, 1.00000
4360.792, 0.97090, 1.00000
4360.793, 0.97092, 1.00000
4360.794, 0.97094, 1.00000
4360.795, 0.97096, 1.00000
4360.796, 0.97098, 1.00000
4360.797, 0.97100, 1.00000
4360.798, 0.97102, 1.00000
4360.799, 0.97104, 1.00000
4360.800, 0.97106, 1.00000
4360.801, 0.97109, 1.00000
4360.802, 0.97111, 1.00000
4360.803, 0.97113, 1.00000
4360.804, 0.97115, 1.00000
4360.805, 0.97118, 1.00000
4360.806, 0.97120, 1.00000
4360.807, 0.97123, 1.00000
4360.808, 0.97125, 1.00000
4360.809, 0.97128, 1.00000
4360.810, 0.97131, 1.00000
4360.811, 0.97133, 1.00000
